0,title,text,Comment_level,User_name,Comment,id,parent_id,martha,donny,Vader_pos,Vader_neg,Vader_neu,Vader_compound,toxicity,severe_toxicity,obscene,insult,identity_attack,sexual_explicit,threat
"Baby Reindeer | S1E05 | Episode Discussion 	6	Logical-Patience-397	What creeps me out the most is that everything else was horrendously misspelled. Except those ""Sent from my iPhone"" tags--until later. She INTENTIONALLY misspelled the other words, and I have no idea why, but it's terrifying that she was controlling her perception to that extent.	
", S1E05 ," 	6	Logical-Patience-397	What creeps me out the most is that everything else was horrendously misspelled. Except those ""Sent from my iPhone"" tags--until later. She INTENTIONALLY misspelled the other words, and I have no idea why, but it's terrifying that she was controlling her perception to that extent.	
",6,Logical-Patience-397,"What creeps me out the most is that everything else was horrendously misspelled. Except those ""Sent from my iPhone"" tags--until later. She INTENTIONALLY misspelled the other words, and I have no idea why, but it's terrifying that she was controlling her perception to that extent.",894,893.0,1.0,0.0,0.0,0.17,0.83,-0.8225,0.0034276797,1.9921804e-06,8.924162e-05,0.0006476025,0.00020460463,4.8769336e-05,6.799293e-05
"Baby Reindeer | S1E05 | Episode Discussion 	1	loathing_thyself	Donny said in the first episode (I think) that she didn’t have an iPhone. It was also very obvious that she was typing that.	
", S1E05 ," 	1	loathing_thyself	Donny said in the first episode (I think) that she didn’t have an iPhone. It was also very obvious that she was typing that.	
",1,loathing_thyself,Donny said in the first episode (I think) that she didn’t have an iPhone. It was also very obvious that she was typing that.,939,938.0,1.0,0.0,0.0,0.0,1.0,0.0,0.00048291142,1.2379274e-06,3.2653403e-05,0.00013119508,5.812352e-05,1.7874774e-05,1.6342257e-05
"Baby Reindeer | S1E05 | Episode Discussion 	2	II_Vortex_II	Was it? I just assumed she has two phones lol (she has a lot of phones in her kitchen drawer)	
", S1E05 ," 	2	II_Vortex_II	Was it? I just assumed she has two phones lol (she has a lot of phones in her kitchen drawer)	
",2,II_Vortex_II,Was it? I just assumed she has two phones lol (she has a lot of phones in her kitchen drawer),942,939.0,1.0,0.0,0.128,0.0,0.872,0.4215,0.0008447751,1.4993725e-06,4.9747116e-05,0.00020212925,7.867941e-05,2.4647668e-05,2.6763666e-05
"Baby Reindeer | S1E05 | Episode Discussion 	3	loathing_thyself	Donny literally mentioned it in the first episode. And in the episode where he went to her apartment, she was using a laptop to write emails. This is the same woman who claimed to be a lawyer. It’s a delusion.	
", S1E05 ," 	3	loathing_thyself	Donny literally mentioned it in the first episode. And in the episode where he went to her apartment, she was using a laptop to write emails. This is the same woman who claimed to be a lawyer. It’s a delusion.	
",3,loathing_thyself,"Donny literally mentioned it in the first episode. And in the episode where he went to her apartment, she was using a laptop to write emails. This is the same woman who claimed to be a lawyer. It’s a delusion.",943,942.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0023854908,9.175122e-06,8.684131e-05,0.00068562134,0.0008542117,0.00021467208,8.032817e-05
"Baby Reindeer | S1E05 | Episode Discussion 	4	II_Vortex_II	Bruh he mentioned that because she wasn't using an iPhone when talking to him. Doesn't mean that she can't have one at home. Also, she is/was lawyer. She has the degree o her fridge and seems to know exactly what she can and can't say as to not incriminate herself.	
", S1E05 ," 	4	II_Vortex_II	Bruh he mentioned that because she wasn't using an iPhone when talking to him. Doesn't mean that she can't have one at home. Also, she is/was lawyer. She has the degree o her fridge and seems to know exactly what she can and can't say as to not incriminate herself.	
",4,II_Vortex_II,"Bruh he mentioned that because she wasn't using an iPhone when talking to him. Doesn't mean that she can't have one at home. Also, she is/was lawyer. She has the degree o her fridge and seems to know exactly what she can and can't say as to not incriminate herself.",944,943.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0012410939,1.3209311e-06,6.305596e-05,0.0003830374,7.83449e-05,3.594906e-05,2.0093272e-05
"Baby Reindeer | S1E05 | Episode Discussion 	5	loathing_thyself	Jesus. There were times that she actually misspelled iPhone, that wasn’t enough of a clue for you? This person lives in a shitty apartment, eats shitty food, has a drawer of shitty cellphones (that doesn’t have an iPhone btw), but yes, keep assuming she secretly keeps her iPhone at home and doesn’t bring it to the bar (especially when asking for Donny’s number). Good job.	
", S1E05 ," 	5	loathing_thyself	Jesus. There were times that she actually misspelled iPhone, that wasn’t enough of a clue for you? This person lives in a shitty apartment, eats shitty food, has a drawer of shitty cellphones (that doesn’t have an iPhone btw), but yes, keep assuming she secretly keeps her iPhone at home and doesn’t bring it to the bar (especially when asking for Donny’s number). Good job.	
",5,loathing_thyself,"Jesus. There were times that she actually misspelled iPhone, that wasn’t enough of a clue for you? This person lives in a shitty apartment, eats shitty food, has a drawer of shitty cellphones (that doesn’t have an iPhone btw), but yes, keep assuming she secretly keeps her iPhone at home and doesn’t bring it to the bar (especially when asking for Donny’s number). Good job.",945,944.0,1.0,0.0,0.118,0.092,0.789,0.4497,0.909682,0.007137975,0.8595225,0.25269824,0.0052226493,0.006296513,0.00046227628
"Baby Reindeer | S1E05 | Episode Discussion 	6	II_Vortex_II	You really getting worked up about this, huh? Lol. Never did I claim that she does have to have one, i just said it isnt impossible. ""Good Job"" as if you didn't miss the way more important fact that she is actually a lawyer, which was also mentioned in the police reports Donny read about her. But yes dude, keep ranting about what phones she doesn't have.	
", S1E05 ," 	6	II_Vortex_II	You really getting worked up about this, huh? Lol. Never did I claim that she does have to have one, i just said it isnt impossible. ""Good Job"" as if you didn't miss the way more important fact that she is actually a lawyer, which was also mentioned in the police reports Donny read about her. But yes dude, keep ranting about what phones she doesn't have.	
",6,II_Vortex_II,"You really getting worked up about this, huh? Lol. Never did I claim that she does have to have one, i just said it isnt impossible. ""Good Job"" as if you didn't miss the way more important fact that she is actually a lawyer, which was also mentioned in the police reports Donny read about her. But yes dude, keep ranting about what phones she doesn't have.",946,945.0,1.0,0.0,0.114,0.024,0.862,0.6721,0.0013854805,1.7425846e-06,0.00010668594,0.00034534818,8.2958504e-05,3.5987818e-05,2.7756416e-05
"Baby Reindeer | S1E05 | Episode Discussion 	7	loathing_thyself	>You really getting worked up about this, huh? Nice projecting. >Never did I claim that she does have to have one, i just said it isnt impossible. Nice job backtracking lol. Your original comments said ""I just assumed she has two phones lol "" ""Doesn't mean that she can't have one at home."" which means you're still giving her the benefit of the doubt that she still secretly owns the phone lol >""Good Job"" as if you didn't miss the way more important fact that she is actually a lawyer, which was also mentioned in the police reports Donny read about her. But yes dude, keep ranting about what phones she doesn't have. She had a law degree, I agree. That was painfully obvious from the fridge, I agree. That wasn't really a subtle detail to be proud of. That doesn't mean she is **currently** a lawyer. But yes, keep moving the goal post and ignore the fact that you started this with the ""I just assumed she has two phones lol"" comment.	
", S1E05 ," 	7	loathing_thyself	>You really getting worked up about this, huh? Nice projecting. >Never did I claim that she does have to have one, i just said it isnt impossible. Nice job backtracking lol. Your original comments said ""I just assumed she has two phones lol "" ""Doesn't mean that she can't have one at home."" which means you're still giving her the benefit of the doubt that she still secretly owns the phone lol >""Good Job"" as if you didn't miss the way more important fact that she is actually a lawyer, which was also mentioned in the police reports Donny read about her. But yes dude, keep ranting about what phones she doesn't have. She had a law degree, I agree. That was painfully obvious from the fridge, I agree. That wasn't really a subtle detail to be proud of. That doesn't mean she is **currently** a lawyer. But yes, keep moving the goal post and ignore the fact that you started this with the ""I just assumed she has two phones lol"" comment.	
",7,loathing_thyself,">You really getting worked up about this, huh? Nice projecting. >Never did I claim that she does have to have one, i just said it isnt impossible. Nice job backtracking lol. Your original comments said ""I just assumed she has two phones lol "" ""Doesn't mean that she can't have one at home."" which means you're still giving her the benefit of the doubt that she still secretly owns the phone lol >""Good Job"" as if you didn't miss the way more important fact that she is actually a lawyer, which was also mentioned in the police reports Donny read about her. But yes dude, keep ranting about what phones she doesn't have. She had a law degree, I agree. That was painfully obvious from the fridge, I agree. That wasn't really a subtle detail to be proud of. That doesn't mean she is **currently** a lawyer. But yes, keep moving the goal post and ignore the fact that you started this with the ""I just assumed she has two phones lol"" comment.",947,946.0,1.0,0.0,0.192,0.055,0.752,0.9714,0.0016636747,2.4395079e-06,0.00019953973,0.00037814336,8.453941e-05,7.262377e-05,2.2475719e-05
"Baby Reindeer | S1E05 | Episode Discussion 	1	empathicgenxer	The show is very clear about her not having one. There are many typos that appear throughout the series. I think there's one in episode 3 that says just ""iphonn"" nothing else.	
", S1E05 ," 	1	empathicgenxer	The show is very clear about her not having one. There are many typos that appear throughout the series. I think there's one in episode 3 that says just ""iphonn"" nothing else.	
",1,empathicgenxer,"The show is very clear about her not having one. There are many typos that appear throughout the series. I think there's one in episode 3 that says just ""iphonn"" nothing else.",948,938.0,1.0,0.0,0.085,0.0,0.915,0.4391,0.00060670916,1.895832e-06,4.9899063e-05,0.00011180587,8.196066e-05,2.3903442e-05,1.9829698e-05
"Baby Reindeer | S1E05 | Episode Discussion 	2	SweatyMammal	I think some people may have thought she does have an iPhone but just mimics the message on emails sent from her laptop.	
", S1E05 ," 	2	SweatyMammal	I think some people may have thought she does have an iPhone but just mimics the message on emails sent from her laptop.	
",2,SweatyMammal,I think some people may have thought she does have an iPhone but just mimics the message on emails sent from her laptop.,950,948.0,1.0,0.0,0.0,0.0,1.0,0.0,0.00038976976,1.2581344e-06,2.4652887e-05,0.00010257933,6.552691e-05,1.4146962e-05,1.640492e-05
"Baby Reindeer | S1E05 | Episode Discussion 	1	7goko7	She may or may not have one, but we have seen many many typos throughout the entire show, which lets us assume that majority of the time she isn't using an iPhone.	
", S1E05 ," 	1	7goko7	She may or may not have one, but we have seen many many typos throughout the entire show, which lets us assume that majority of the time she isn't using an iPhone.	
",1,7goko7,"She may or may not have one, but we have seen many many typos throughout the entire show, which lets us assume that majority of the time she isn't using an iPhone.",952,938.0,1.0,0.0,0.0,0.0,1.0,0.0,0.00052139466,1.117239e-06,2.8296397e-05,0.00013116255,6.715638e-05,1.5975149e-05,1.4402475e-05
"Baby Reindeer | S1E06 | Episode Discussion 	1	butineurope	Yeah I didn't buy it either. She was really obviously unhinged in that bit.	
", S1E06 ," 	1	butineurope	Yeah I didn't buy it either. She was really obviously unhinged in that bit.	
",1,butineurope,Yeah I didn't buy it either. She was really obviously unhinged in that bit.,971,961.0,1.0,0.0,0.145,0.0,0.855,0.296,0.47137487,1.4631496e-05,0.0019880666,0.3937621,0.0012006395,0.0005118762,0.00013036927
"Baby Reindeer | S1E06 | Episode Discussion 	1	Alternative_Cry8791	She doesn’t have an iPhone which Donny said in episode 1 and there’s been multiple typos of iPhone (since she’s the one manually typing it). Every time one of her emails pops up I laugh at the new way she can rearrange the letters 😂	
", S1E06 ," 	1	Alternative_Cry8791	She doesn’t have an iPhone which Donny said in episode 1 and there’s been multiple typos of iPhone (since she’s the one manually typing it). Every time one of her emails pops up I laugh at the new way she can rearrange the letters 😂	
",1,Alternative_Cry8791,She doesn’t have an iPhone which Donny said in episode 1 and there’s been multiple typos of iPhone (since she’s the one manually typing it). Every time one of her emails pops up I laugh at the new way she can rearrange the letters 😂,1006,1005.0,1.0,0.0,0.134,0.034,0.832,0.7579,0.0007489595,1.2892422e-06,4.4205713e-05,0.00019249492,6.910489e-05,2.1131458e-05,1.899815e-05
"Baby Reindeer | S1E06 | Episode Discussion 	2	LucForLucas	There's a quick one she sends where it just signs ""Iphoen"", I laughed so hard at that one.	
", S1E06 ," 	2	LucForLucas	There's a quick one she sends where it just signs ""Iphoen"", I laughed so hard at that one.	
",2,LucForLucas,"There's a quick one she sends where it just signs ""Iphoen"", I laughed so hard at that one.",1007,1006.0,1.0,0.0,0.144,0.089,0.767,0.2809,0.0005393326,1.2723568e-06,2.8318478e-05,0.0001274269,9.349414e-05,1.5579604e-05,2.1087773e-05
"Baby Reindeer | S1E06 | Episode Discussion 	1	Sepulz	Multiple and the angrier she is the worse the spelling.	
", S1E06 ," 	1	Sepulz	Multiple and the angrier she is the worse the spelling.	
",1,Sepulz,Multiple and the angrier she is the worse the spelling.,1009,1005.0,1.0,0.0,0.0,0.444,0.556,-0.7506,0.035943158,2.779007e-06,0.00014899595,0.013763676,0.0021248409,6.784927e-05,0.00013397969
"Baby Reindeer | S1E06 | Episode Discussion 	3	cc17776	What’s her twitter?	
", S1E06 ," 	3	cc17776	What’s her twitter?	
",3,cc17776,What’s her twitter?,1011,1010.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0028921857,1.3825045e-06,5.9776492e-05,0.00070661766,0.00015184368,2.0713027e-05,5.270221e-05
"Baby Reindeer | S1E06 | Episode Discussion 	2	bl4zed_N_C0nfus3d	Yeah crazy to think she was going so crazy she could hardly type. Lady is a nutcase.	
", S1E06 ," 	2	bl4zed_N_C0nfus3d	Yeah crazy to think she was going so crazy she could hardly type. Lady is a nutcase.	
",2,bl4zed_N_C0nfus3d,Yeah crazy to think she was going so crazy she could hardly type. Lady is a nutcase.,1015,1014.0,1.0,0.0,0.101,0.254,0.645,-0.5133,0.96464366,0.0004832653,0.010837943,0.9376209,0.07504283,0.0105308,0.00029490315
"Baby Reindeer | S1E06 | Episode Discussion 	1	LooneyTunes-	It’s in LITERALLY every single episode. Sometimes she types only “iphon” instead of “sent from my iPhone” I’m not trying to be rude but my god did you watch the show or were you looking at your own iPhone every single episode	
", S1E06 ," 	1	LooneyTunes-	It’s in LITERALLY every single episode. Sometimes she types only “iphon” instead of “sent from my iPhone” I’m not trying to be rude but my god did you watch the show or were you looking at your own iPhone every single episode	
",1,LooneyTunes-,It’s in LITERALLY every single episode. Sometimes she types only “iphon” instead of “sent from my iPhone” I’m not trying to be rude but my god did you watch the show or were you looking at your own iPhone every single episode,1016,1005.0,1.0,0.0,0.059,0.045,0.896,0.1655,0.002298677,2.6654538e-06,0.00016794603,0.00046680536,0.00011739089,5.1604457e-05,3.6803183e-05
"Baby Reindeer | S1E06 | Episode Discussion 	2	311heaven	Yeah I saw the “and then she wins” explanation. But it seems like if someone was really destroying your life and it is exclusively through email, you would simply can that email. No one would view that as letting her win?	
", S1E06 ," 	2	311heaven	Yeah I saw the “and then she wins” explanation. But it seems like if someone was really destroying your life and it is exclusively through email, you would simply can that email. No one would view that as letting her win?	
",2,311heaven,"Yeah I saw the “and then she wins” explanation. But it seems like if someone was really destroying your life and it is exclusively through email, you would simply can that email. No one would view that as letting her win?",1022,1021.0,1.0,0.0,0.185,0.15,0.664,0.2289,0.0020087175,2.0292418e-06,5.6164023e-05,0.00030028378,0.00016919411,3.261954e-05,0.000110485315
"Baby Reindeer | S1E06 | Episode Discussion 	0	Merwie	When he told her that she has to stop or they won’t be able to be together… I‘ve lost it, I had to pause it out of rage. DONNY WHY DO YOU KEEP DOING IT Edit: Okay. There was actually some sanity behind it, I‘m glad.	
", S1E06 ," 	0	Merwie	When he told her that she has to stop or they won’t be able to be together… I‘ve lost it, I had to pause it out of rage. DONNY WHY DO YOU KEEP DOING IT Edit: Okay. There was actually some sanity behind it, I‘m glad.	
",0,Merwie,"When he told her that she has to stop or they won’t be able to be together… I‘ve lost it, I had to pause it out of rage. DONNY WHY DO YOU KEEP DOING IT Edit: Okay. There was actually some sanity behind it, I‘m glad.",1030,,1.0,0.0,0.091,0.15,0.759,-0.4939,0.01761508,1.1540543e-05,0.0009972217,0.0007406813,0.00044730798,0.00027792866,0.00034019444
"Baby Reindeer | S1E07 | Episode Discussion 	1	Ok_Nefariousness1245	There were too many red flags and abuse. But she also gave attention, validation, and affection during one of my lowest time in my life. I’m a logical person. I know right from wrong. I went to meet her to break up, but as soon as I saw her, even though she was verbally abusing me, I craved for that initial attention, validation, and affection she once gave me. I still need it. I didn’t end up following through with the break up. I couldn’t even mutter a word. I was in a trance. Back to my old self. Begging to be loved. That’s how I related to that scene. Hope it helps	
", S1E07 ," 	1	Ok_Nefariousness1245	There were too many red flags and abuse. But she also gave attention, validation, and affection during one of my lowest time in my life. I’m a logical person. I know right from wrong. I went to meet her to break up, but as soon as I saw her, even though she was verbally abusing me, I craved for that initial attention, validation, and affection she once gave me. I still need it. I didn’t end up following through with the break up. I couldn’t even mutter a word. I was in a trance. Back to my old self. Begging to be loved. That’s how I related to that scene. Hope it helps	
",1,Ok_Nefariousness1245,"There were too many red flags and abuse. But she also gave attention, validation, and affection during one of my lowest time in my life. I’m a logical person. I know right from wrong. I went to meet her to break up, but as soon as I saw her, even though she was verbally abusing me, I craved for that initial attention, validation, and affection she once gave me. I still need it. I didn’t end up following through with the break up. I couldn’t even mutter a word. I was in a trance. Back to my old self. Begging to be loved. That’s how I related to that scene. Hope it helps",1150,1133.0,1.0,0.0,0.158,0.091,0.752,0.9052,0.00086530217,1.741523e-06,4.3719774e-05,0.0001820523,9.2212584e-05,3.0130379e-05,4.0751744e-05
"Baby Reindeer | S1E07 | Episode Discussion 	2	zzaizel	She called immigrants druggies and rapists and said she’d ‘sink their boats’. Tbh I think xenophobia is a more apt description (can’t remember if there was another scene where she was explicitly racist)	
", S1E07 ," 	2	zzaizel	She called immigrants druggies and rapists and said she’d ‘sink their boats’. Tbh I think xenophobia is a more apt description (can’t remember if there was another scene where she was explicitly racist)	
",2,zzaizel,She called immigrants druggies and rapists and said she’d ‘sink their boats’. Tbh I think xenophobia is a more apt description (can’t remember if there was another scene where she was explicitly racist),1157,1156.0,1.0,0.0,0.0,0.211,0.789,-0.8519,0.59415996,7.7174285e-05,0.001445373,0.34799182,0.22781502,0.001070516,0.00062394975
"Baby Reindeer | S1E07 | Episode Discussion 	0	Anhowa123	incredibly moving and brave story that final scene hit me like a ton of bricks. My abuser had a similar thing - a pet name given to me (albeit at the time I 'loved it' - eg the affection she'd show between hating and tearing me apart) that was equally a result of being seen as this 'saviour' or pure goodness from her own trauma. I remember reading years ago about this, how someone prone to such illness creates you as this perfect image and saviour in their brain, their inner child needing safety from their trauma earlier in their life and when you aren't that, in whatever form that may be, they hate you for it. To them you are both their only saviour and their source of pain, and only you can solve it. Bit of a tangent as I reflect on the illness my abuser suffered with, but man just kudos on this show. I was in floods of tears the last 2 episodes or so.	
", S1E07 ," 	0	Anhowa123	incredibly moving and brave story that final scene hit me like a ton of bricks. My abuser had a similar thing - a pet name given to me (albeit at the time I 'loved it' - eg the affection she'd show between hating and tearing me apart) that was equally a result of being seen as this 'saviour' or pure goodness from her own trauma. I remember reading years ago about this, how someone prone to such illness creates you as this perfect image and saviour in their brain, their inner child needing safety from their trauma earlier in their life and when you aren't that, in whatever form that may be, they hate you for it. To them you are both their only saviour and their source of pain, and only you can solve it. Bit of a tangent as I reflect on the illness my abuser suffered with, but man just kudos on this show. I was in floods of tears the last 2 episodes or so.	
",0,Anhowa123,"incredibly moving and brave story that final scene hit me like a ton of bricks. My abuser had a similar thing - a pet name given to me (albeit at the time I 'loved it' - eg the affection she'd show between hating and tearing me apart) that was equally a result of being seen as this 'saviour' or pure goodness from her own trauma. I remember reading years ago about this, how someone prone to such illness creates you as this perfect image and saviour in their brain, their inner child needing safety from their trauma earlier in their life and when you aren't that, in whatever form that may be, they hate you for it. To them you are both their only saviour and their source of pain, and only you can solve it. Bit of a tangent as I reflect on the illness my abuser suffered with, but man just kudos on this show. I was in floods of tears the last 2 episodes or so.",1169,,1.0,0.0,0.118,0.116,0.767,0.3441,0.0066641476,2.4315263e-05,0.00018056833,0.002196021,0.00032622358,0.00017231834,0.00043111006
"Baby Reindeer | S1E07 | Episode Discussion 	1	Kabluwi	Her social media accounts are very telling, looked her up out of curiosity after the show and was shocked. I just hope now that the story is out there someone can reach out and offer the help she needs beyond being in prison.	
", S1E07 ," 	1	Kabluwi	Her social media accounts are very telling, looked her up out of curiosity after the show and was shocked. I just hope now that the story is out there someone can reach out and offer the help she needs beyond being in prison.	
",1,Kabluwi,"Her social media accounts are very telling, looked her up out of curiosity after the show and was shocked. I just hope now that the story is out there someone can reach out and offer the help she needs beyond being in prison.",1189,1188.0,1.0,0.0,0.133,0.111,0.755,0.0258,0.00080624653,1.6205496e-06,3.62263e-05,0.00017246431,0.00010172126,2.5215511e-05,3.6613623e-05
"Baby Reindeer | S1E07 | Episode Discussion 	2	BeastTitanVI	What’s her ig?	
", S1E07 ," 	2	BeastTitanVI	What’s her ig?	
",2,BeastTitanVI,What’s her ig?,1190,1189.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0013463129,1.5794778e-06,5.2521536e-05,0.00026314598,0.00013938625,2.0736348e-05,5.2540723e-05
"Baby Reindeer | S1E07 | Episode Discussion 	0	Mother_Film7186	This show is crazyyyy i thought it was gonna be just a banter UK show but omg what a wild ride ! So raw so real it’s covered so many topics I don’t even know where to start. This hit home for me so much personally because of the grooming and abuse of power especially in the entertainment industry . The fact that the stalker wasn’t even the main plot of this story .. this is one of the best shows i’ve watched in a. long time!This is a proper limited series. The fact that it’s a real story just boggles my brain. It made me feel like i need to be in therapy for a lot of things in my life too😂😭	
", S1E07 ," 	0	Mother_Film7186	This show is crazyyyy i thought it was gonna be just a banter UK show but omg what a wild ride ! So raw so real it’s covered so many topics I don’t even know where to start. This hit home for me so much personally because of the grooming and abuse of power especially in the entertainment industry . The fact that the stalker wasn’t even the main plot of this story .. this is one of the best shows i’ve watched in a. long time!This is a proper limited series. The fact that it’s a real story just boggles my brain. It made me feel like i need to be in therapy for a lot of things in my life too😂😭	
",0,Mother_Film7186,This show is crazyyyy i thought it was gonna be just a banter UK show but omg what a wild ride ! So raw so real it’s covered so many topics I don’t even know where to start. This hit home for me so much personally because of the grooming and abuse of power especially in the entertainment industry . The fact that the stalker wasn’t even the main plot of this story .. this is one of the best shows i’ve watched in a. long time!This is a proper limited series. The fact that it’s a real story just boggles my brain. It made me feel like i need to be in therapy for a lot of things in my life too😂😭,1195,,1.0,0.0,0.121,0.094,0.786,0.7414,0.0080277175,4.384603e-06,0.0004375894,0.0020752896,0.00018032607,0.000109222834,9.008878e-05
"Baby Reindeer | S1E07 | Episode Discussion 	0	hot_miss_inside	I've not seen anyone say this, but I bawled like a baby hearing her explain ""baby reindeer"". She had horrific abuse and the only constant was her little stuffed animal. She equated him to that toy and seeing her cry when they were taking her to jail just made me feel so incredibly sad for her and what she went through. People with complex trauma like her need intense therapy, not prison (which often just exacerbates their symptoms).	
", S1E07 ," 	0	hot_miss_inside	I've not seen anyone say this, but I bawled like a baby hearing her explain ""baby reindeer"". She had horrific abuse and the only constant was her little stuffed animal. She equated him to that toy and seeing her cry when they were taking her to jail just made me feel so incredibly sad for her and what she went through. People with complex trauma like her need intense therapy, not prison (which often just exacerbates their symptoms).	
",0,hot_miss_inside,"I've not seen anyone say this, but I bawled like a baby hearing her explain ""baby reindeer"". She had horrific abuse and the only constant was her little stuffed animal. She equated him to that toy and seeing her cry when they were taking her to jail just made me feel so incredibly sad for her and what she went through. People with complex trauma like her need intense therapy, not prison (which often just exacerbates their symptoms).",1199,,1.0,0.0,0.109,0.235,0.656,-0.9535,0.033831596,1.964046e-05,0.000424195,0.010587479,0.001204462,0.00061121385,0.00065292505
